"E1" "E2" "E3" "I1" "I2" "F" "I3" "H" "I4" "J" "I5" "L" "I6" "N" "O" "P" "I7" "I8" "II1" "T" "II2" "II3" "II4" "II5" "II6" "II7" "AA" "II8" "II9" "AD" "II10" "II11" "II12" "II13" "II14" "II15" "II16" "II17" "AM" "II18" "II19" "AP" "II20" "II21" "II22" "AT" "AU" "II23" "II24" "III1" "III2" "AZ" "III3" "BB" "BC" "BD" "III4" "BF" "III5" "IV1" "IV2" "IV3" "BK" "IV4" "BM" "IV5" "IV6" "IV7" "IV8" "IV9" "IV10" "BT" "IV11" "BV" "BW" "IV12" "IV13" "tipoPregunta" "tiempoPreguntaDinero" "pesosPorLitro" "cuotaFija" "tiempoNoHuachicol"
"23" "Camila Farres Rodriguez" "21/01/19" 23 3 19.79 20.99 13 30 0 0 1 1 3 1 "PYN7573" 1 1 0 47 3 4 4 5 2 -1 -1 -1 1 2 0 1 1 2 2 0 0 3 3 0 1 5 0 2 1 2 -1 -1 10 7 1 4 0 1 2 1 1 3 0 10 8 8 2 0 0 0 2 0 2 0 1 1 0 0 1 0 2 1 0 4 4 100 30
"24" "Camila Farres Rodriguez" "21/01/19" 24 3 19.79 20.99 13 42 0 0 1 1 1 1 "322PSW" 1 1 0 78 2 2 4 5 1 2 0 0 1 0 15 1 1 2 1 2 0 0 40 0 3 5 0 1 1 2 -1 -1 5 5 1 72 0 2 2 2 2 -1 -1 -1 1 3 0 30 0 0 2 0 2 0 2 0 0 0 0 0 2 1 2 4 4 100 30
"25" "Camila Farres Rodriguez" "21/01/19" 25 3 19.79 20.99 13 45 0 0 1 1 3 1 "PXM9225" 1 1 0 26 3 3 4 2 2 -1 -1 -1 2 -1 -1 -1 -1 -1 2 0 0 0 2 0 1 2 0 1 2 2 -1 -1 7 7 1 1 0 1 2 1 1 2 0 7 1 8 2 0 0 0 1 10 1 200 1 1 0 0 1 0 2 1 1 4 6 150 45
"26" "Camila Farres Rodriguez" "21/01/19" 26 3 19.79 20.99 13 58 0 0 1 1 1 1 "798PKB" 1 1 0 29 1 1 4 1 2 -1 -1 -1 2 -1 -1 -1 -1 -1 1 4 0 0 29 0 1 9 0 2 1 2 -1 -1 10 10 1 5 0 1 2 1 1 7 0 7 10 10 4 0 0 0 2 0 2 0 1 1 0 0 0 0 1 1 0 4 6 150 45
"27" "Camila Farres Rodriguez" "21/01/19" 27 3 19.79 20.99 14 7 0 0 1 1 2 1 "MTH1642" 1 2 0 34 3 3 4 3 1 1 0 0 1 0 40 2 5 2 1 0 0 0 3 0 3 4 0 1 2 2 -1 -1 4 6 1 3 0 1 2 1 1 3 0 7 4 5 2 0 0 5 1 6 1 300 2 0 10 0 0 0 1 1 2 4 6 150 45
"28" "Camila Farres Rodriguez" "21/01/19" 1 3 19.79 20.99 14 20 0 0 1 1 2 1 "MPT7525" 1 1 1 68 3 2 3 1 2 -1 -1 -1 1 0 8 2 1 2 2 0 0 0 10 0 1 40 0 1 2 2 -1 -1 10 9 1 1 0 2 2 2 2 -1 -1 -1 10 9 1 0 0 0 2 0 2 0 1 0 30 NA NA NA 1 1 1 3 2 50 15
"29" "Camila Farres Rodriguez" "21/01/19" 2 3 19.79 20.99 14 26 0 0 1 1 2 1 "NFX2069" 1 1 0 25 1 1 4 2 2 -1 -1 -1 2 -1 -1 -1 -1 -1 2 0 0 0 10 0 1 1 6 1 2 2 -1 -1 10 8 1 3 0 1 2 1 1 2 0 3 9 5 1 0 1 0 2 0 2 0 1 1 0 0 0 0 1 1 0 3 2 50 15
"30" "Camila Farres Rodriguez" "21/01/19" 3 3 19.79 20.99 14 33 0 0 1 1 1 1 "360TM@" 1 2 0 62 3 3 3 5 1 2 0 0 2 -1 -1 -1 -1 -1 2 0 0 0 25 0 3 5 0 1 1 2 -1 -1 10 9 1 1 0 1 1 1 1 1 30 10 10 9 2 0 0 0 2 0 2 0 1 1 0 0 0 7 1 1 2 3 2 50 15
"31" "Camila Farres Rodriguez" "21/01/19" 4 3 19.79 20.99 14 44 0 0 1 1 1 1 "411XNW" 1 1 0 53 2 3 NA 5 1 1 0 0 2 -1 -1 -1 -1 -1 1 6 0 0 8 0 1 4 0 1 2 2 -1 -1 9 8 1 2 0 1 2 1 1 4 0 8 9 8 3 0 0 0 2 0 2 0 1 1 0 0 0 0 NA 1 1 3 4 100 30
"32" "Camila Farres Rodriguez" "21/01/19" 5 3 19.79 20.99 14 52 0 0 1 1 2 1 "NER5072" 1 2 0 51 4 3 4 2 2 -1 -1 -1 1 12 0 2 1 2 1 4 0 0 25 0 1 30 0 1 1 2 -1 -1 8 4 1 12 0 1 2 1 1 2 0 10 9 8 8 0 0 0 2 0 2 0 1 1 0 0 0 0 1 1 0 3 4 100 30
"33" "Camila Farres Rodriguez" "21/01/19" 6 3 19.79 20.99 14 58 0 0 1 1 3 1 "PXZ8415" 1 2 0 19 2 2 4 5 1 2 0 0 2 -1 -1 -1 -1 -1 2 0 0 0 1 0 2 19 0 2 2 2 -1 -1 5 9 2 -1 -1 1 2 2 1 -1 -1 10 6 7 4 0 0 0 1 3 1 300 2 0 15 0 0 0 2 1 2 3 4 100 30
"34" "Camila Farres Rodriguez" "21/01/19" 7 3 19.79 20.99 15 5 0 0 1 1 1 1 "768YZT" 1 1 1 34 3 3 3 3 2 -1 -1 -1 1 0 40 1 1 2 1 5 0 0 5 0 1 4 0 1 2 2 -1 -1 1 7 1 1 0 1 1 1 1 1 0 10 2 8 0 40 0 10 2 0 2 0 2 0 10 0 0 0 2 2 1 3 6 150 45
"35" "Camila Farres Rodriguez" "21/01/19" 8 3 19.79 20.99 15 12 0 0 1 1 1 1 "X21AUN" 1 1 0 34 1 1 4 2 1 2 0 0 1 1 45 2 2 1 2 0 0 2 1 6 1 10 0 2 2 2 -1 -1 1 7 1 2 0 1 2 1 1 2 0 5 5 7 1 30 0 30 2 0 2 0 2 0 10 0 2 0 2 2 0 3 6 150 45
"36" "Camila Farres Rodriguez" "23/01/19" 9 3 19.79 20.99 13 8 0 0 1 1 1 1 "976UA@" 1 2 1 48 4 1 3 5 1 1 0 0 2 -1 -1 -1 -1 -1 1 1 0 6 30 0 1 29 0 1 1 2 -1 -1 9 9 1 3 0 1 2 1 1 3 0 9 7 9 4 0 0 0 2 2 2 0 1 1 30 0 0 0 1 1 2 3 6 150 45
"37" "Camila Farres Rodriguez" "23/01/19" 10 3 19.79 20.99 13 18 0 0 1 1 2 1 "MYB5993" 1 2 0 33 3 3 4 1 2 -1 -1 -1 1 0 10 2 5 2 2 0 0 0 4 0 1 6 0 1 1 2 -1 -1 10 6 1 0 30 1 1 1 2 1 30 8 8 3 2 30 0 10 2 0 2 0 1 0 15 0 0 0 1 1 1 2 2 50 15
"38" "Camila Farres Rodriguez" "23/01/19" 11 3 19.79 20.99 13 29 0 0 1 1 1 1 "704YPM" 1 1 0 43 3 3 4 3 1 2 0 0 2 -1 -1 -1 -1 -1 2 0 0 0 1 0 1 2 0 1 2 2 -1 -1 7 7 1 2 0 1 2 2 1 2 0 10 9 8 4 0 0 0 2 0 2 0 1 0 20 NA NA NA 1 1 0 2 2 50 15
"39" "Camila Farres Rodriguez" "23/01/19" 12 3 19.79 20.99 13 40 0 0 1 1 3 1 "PYV3202" 1 1 0 66 4 3 4 1 2 -1 -1 -1 1 1 0 2 5 2 2 0 0 0 18 0 3 16 0 1 2 2 -1 -1 3 8 1 2 0 2 2 2 2 -1 -1 -1 4 5 1 0 0 15 2 0 2 0 1 0 30 0 0 15 1 1 2 2 2 50 15
"40" "Camila Farres Rodriguez" "23/01/19" 13 3 19.79 20.99 13 50 0 0 1 1 2 1 "MSU7801" 1 2 1 24 4 4 4 1 2 -1 -1 -1 1 0 5 2 1 2 1 4 0 7 24 0 2 24 0 1 2 2 -1 -1 1 7 1 2 0 1 1 2 1 4 0 4 1 5 4 0 0 0 2 0 2 0 2 0 5 5 0 0 2 2 1 2 4 100 30
"41" "Camila Farres Rodriguez" "23/01/19" 14 3 19.79 20.99 14 10 0 0 1 1 2 1 "MPT7449" 1 1 0 53 3 3 3 5 2 -1 -1 -1 2 -1 -1 -1 -1 -1 2 0 0 0 14 0 1 12 0 1 2 2 -1 -1 8 6 1 2 0 1 1 1 1 5 0 5 6 5 3 0 0 0 1 5 1 100 2 0 15 0 0 0 1 NA 0 2 4 100 30
"42" "Camila Farres Rodriguez" "23/01/19" 15 3 19.79 20.99 14 30 0 0 1 1 1 1 "855VTX" 1 2 1 75 3 2 3 5 2 -1 -1 -1 2 -1 -1 -1 -1 -1 1 5 0 5 10 0 1 30 0 1 2 2 -1 -1 1 3 1 3 30 1 2 1 1 8 0 6 1 1 1 30 0 30 2 0 2 0 1 0 30 NA NA NA 2 1 2 2 4 100 30
"43" "Camila Farres Rodriguez" "23/01/19" 16 3 19.79 20.99 14 40 0 0 1 1 3 1 "PZF4312" 1 1 0 40 3 3 3 4 2 -1 -1 -1 1 1 10 2 3 2 2 0 0 0 7 0 1 15 0 1 2 2 -1 -1 7 9 1 1 0 1 1 1 1 3 0 8 8 8 0 40 0 0 2 0 2 0 2 0 15 0 1 0 1 1 1 2 6 150 45
"44" "Camila Farres Rodriguez" "23/01/19" 17 3 19.79 20.99 14 55 0 0 1 1 2 1 "MZD8975" 1 1 0 31 2 1 4 1 2 -1 -1 -1 1 0 20 2 3 2 1 3 0 0 30 0 1 10 0 2 2 2 -1 -1 8 10 1 0 20 2 2 2 2 -1 -1 -1 7 8 0 30 0 30 2 0 2 0 2 0 20 0 0 15 2 1 0 2 6 150 45
"45" "Camila Farres Rodriguez" "23/01/19" 18 3 19.79 20.99 15 4 0 0 1 1 1 1 "S06ATS" 1 1 0 45 2 3 4 5 2 -1 -1 -1 1 1 0 1 1 2 1 4 7 7 20 0 1 20 0 2 2 2 -1 -1 1 5 1 0 20 1 1 1 1 2 0 5 5 5 2 0 0 0 2 0 2 0 2 0 15 NA NA NA 2 2 2 2 6 150 45
"46" "Fabrizio Vargas" "19/01/19" 1 2 19.79 20.99 12 15 0 0 1 1 2 1 "NEZ8785" 1 1 0 40 2 2 4 1 2 -1 -1 -1 1 0 15 2 2 2 1 3 0 0 15 0 1 7 0 1 2 2 -1 -1 10 9 1 0 30 1 1 1 1 1 0 10 10 8 0 25 0 20 2 0 2 0 1 0 15 0 1 0 1 1 1 3 2 50 15
"47" "Fabrizio Vargas" "19/01/19" 2 2 19.79 20.99 12 25 0 0 1 1 1 1 "P53AJY" 1 2 2 75 4 4 4 5 1 2 0 5 1 0 20 2 5 1 1 4 0 4 40 0 3 10 0 1 2 2 -1 -1 1 6 2 -1 -1 2 2 2 2 -1 -1 -1 1 7 0 30 0 5 2 0 2 0 1 0 15 6 0 0 2 2 0 3 2 50 15
"48" "Fabrizio Vargas" "19/01/19" 3 2 19.79 20.99 12 35 0 0 1 1 1 1 "529YBD" 1 1 2 48 3 2 4 5 1 1 0 10 2 -1 -1 -1 -1 -1 2 0 0 0 25 0 1 5 0 1 2 2 -1 -1 9 5 2 -1 -1 2 2 2 2 -1 -1 -1 10 5 1 0 0 20 2 0 2 0 1 0 25 0 0 15 2 1 2 3 2 50 15
"49" "Fabrizio Vargas" "19/01/19" 4 1 19.99 21.44 13 10 0 0 1 1 1 1 "631YZV" 1 1 1 35 3 2 4 5 2 -1 -1 -1 1 0 10 1 4 1 1 3 0 0 14 0 1 4 0 1 2 2 -1 -1 1 6 1 8 0 1 1 1 1 2 0 9 1 5 0 30 0 10 2 0 1 100 1 0 30 0 0 15 2 1 1 3 4 100 30
"50" "Fabrizio Vargas" "19/01/19" 5 1 19.99 21.44 13 20 0 0 1 1 1 1 "768VWG" 1 1 1 56 3 3 4 5 1 1 0 20 1 12 0 2 1 2 1 4 2 2 20 0 1 1 0 1 1 2 -1 -1 10 7 1 5 0 1 2 2 1 2 0 8 9 7 1 0 0 5 2 0 2 0 2 0 15 0 0 7 1 1 0 3 4 100 30
"51" "Fabrizio Vargas" "19/01/19" 6 1 19.99 21.44 13 35 0 0 1 1 1 1 "577WHN" 1 2 0 22 2 2 4 5 1 2 0 10 2 -1 -1 -1 -1 -1 2 0 0 0 20 0 1 1 0 2 1 2 -1 -1 5 5 1 0 15 2 2 2 2 -1 -1 -1 7 7 NA NA 0 20 2 0 2 0 2 0 20 0 0 20 2 1 2 3 4 100 30
"52" "Fabrizio Vargas" "19/01/19" 7 1 19.99 21.44 13 45 0 0 1 1 1 1 "-2" 2 1 2 25 2 3 4 5 1 2 0 10 1 1 15 2 5 1 2 0 0 0 10 0 1 1 4 2 1 2 -1 -1 1 5 1 3 0 2 2 2 2 -1 -1 -1 1 3 0 20 0 20 2 0 2 0 2 0 30 0 3 0 2 2 1 3 6 150 45
"53" "Fabrizio Vargas" "19/01/19" 8 1 19.99 21.44 13 55 0 0 1 1 1 1 "505XWJ" 1 2 0 70 2 2 3 2 2 -1 -1 -1 1 0 30 2 2 2 1 2 0 2 50 0 3 5 0 1 2 2 -1 -1 7 5 1 2 0 2 2 2 2 -1 -1 -1 8 6 1 0 0 10 2 0 2 NA 2 0 0 0 0 10 1 2 0 3 6 150 45
"54" "Fabrizio Vargas" "19/01/19" 9 1 19.99 21.44 14 10 0 0 1 1 2 2 "PYH5037" 1 2 0 26 2 3 4 2 1 2 0 20 1 0 20 2 2 2 1 2 0 0 6 0 1 2 0 1 2 2 -1 -1 7 8 1 0 40 1 1 1 1 2 0 10 6 7 0 30 0 10 2 0 2 50 1 0 45 0 2 0 2 1 2 3 6 150 45
"55" "Fabrizio Vargas" "19/01/19" 10 1 19.99 21.44 14 25 0 0 1 1 1 1 "166VTU" 1 1 1 68 2 3 3 5 1 2 0 15 2 -1 -1 -1 -1 -1 1 5 0 0 30 0 3 NA NA 1 2 2 -1 -1 7 7 1 10 0 2 2 2 2 -1 -1 -1 5 8 0 20 0 0 1 5 1 50 1 0 15 0 0 7 1 2 1 2 2 50 15
"56" "Fabrizio Vargas" "19/01/19" 12 1 19.99 21.44 14 35 0 0 1 1 1 1 "884WRE" 1 2 0 23 3 2 4 2 2 -1 -1 -1 2 -1 -1 -1 -1 -1 1 2 0 0 10 0 2 4 0 1 2 2 -1 -1 4 5 1 2 0 1 1 1 1 3 0 7 5 8 0 30 0 10 2 0 2 0 1 0 20 0 0 10 2 2 2 2 2 50 15
"57" "Fabrizio Vargas" "19/01/19" 13 1 19.99 21.44 14 45 0 0 1 1 1 1 "553XMR" 1 1 2 36 3 3 3 1 2 -1 -1 -1 1 0 40 2 2 2 1 2 1 0 5 0 1 1 0 1 2 2 -1 -1 6 8 1 2 0 2 2 2 2 -1 -1 -1 5 5 1 10 0 0 2 0 2 0 2 0 10 0 0 15 2 2 1 2 4 100 30
"58" "Fabrizio Vargas" "19/01/19" 14 1 19.99 21.44 14 55 0 0 1 1 2 1 "MXW2173" 1 1 4 51 2 2 3 2 2 -1 -1 -1 2 -1 -1 -1 -1 -1 1 2 0 0 20 0 1 20 0 1 2 2 -1 -1 10 8 1 1 0 2 2 2 2 -1 -1 -1 10 7 0 30 0 0 2 0 2 0 2 0 10 0 0 3 1 2 0 2 4 100 30
"59" "Fabrizio Vargas" "19/01/19" 15 1 19.99 21.44 15 0 0 0 1 1 2 1 "NBN6941" 1 2 0 45 2 3 3 4 1 2 0 5 1 0 25 2 1 2 2 0 0 0 10 0 1 4 0 1 1 2 -1 -1 7 8 1 2 0 1 2 1 1 1 0 6 8 7 1 0 0 0 2 1 2 50 2 0 10 0 0 0 1 2 2 2 4 100 30
"60" "Fabrizio Vargas" "19/01/19" 16 1 19.99 21.44 15 10 0 0 1 1 2 1 "NBA6720" 1 1 2 50 1 3 3 1 2 -1 -1 -1 1 0 5 2 3 2 2 0 0 0 25 0 1 30 0 1 1 2 -1 -1 1 6 1 0 10 1 2 1 1 0 30 10 1 5 0 20 0 20 2 2 2 100 2 0 0 0 2 0 2 2 1 2 6 150 45
"61" "Fabrizio Vargas" "19/01/19" 8 1 19.99 21.44 15 20 0 0 1 1 2 1 "MAT3173" 1 1 0 19 3 3 3 3 2 -1 -1 -1 2 -1 -1 -1 -1 -1 1 4 0 0 10 0 2 4 0 1 2 2 -1 -1 1 7 1 1 0 1 1 1 1 0 30 8 1 5 0 30 0 10 2 0 2 50 2 0 5 0 1 0 2 2 0 3 6 150 45
"62" "Fabrizio Vargas" "19/01/19" 9 1 19.99 21.44 15 30 0 0 1 1 2 1 "NBT8754" 2 2 1 56 2 3 3 5 1 2 0 3 1 0 20 2 1 2 1 5 0 0 20 0 1 30 0 1 1 2 -1 -1 7 7 2 -1 -1 2 2 2 2 -1 -1 -1 7 7 0 20 0 10 2 0 2 0 2 0 10 0 2 0 2 1 2 3 6 150 45
"63" "Fabrizio Vargas" "19/01/19" 10 1 19.99 21.44 15 40 0 0 1 1 1 1 "349ZHK" 1 2 0 24 1 3 2 1 2 -1 -1 -1 2 -1 -1 -1 -1 -1 1 3 0 0 1 0 1 1 0 1 1 2 -1 -1 5 7 1 1 0 1 2 1 2 3 0 7 7 7 1 0 0 15 1 2 1 50 1 0 20 0 1 0 1 1 1 2 2 50 15
"64" "Fabrizio Vargas" "22/01/19" 11 1 19.99 21.44 13 30 0 0 1 1 1 1 "176RFC" 1 1 0 59 3 3 4 4 1 1 0 5 1 0 5 1 4 1 1 1 0 0 20 0 1 35 0 1 2 2 -1 -1 10 8 1 0 30 2 2 2 2 -1 -1 -1 10 8 0 30 0 5 1 5 1 100 1 0 15 0 0 7 1 2 0 2 2 50 15
"65" "Fabrizio Vargas" "22/01/19" 12 1 19.99 21.44 14 0 0 0 1 1 2 1 "PYT1959" 1 1 1 65 3 2 3 2 2 -1 -1 -1 2 -1 -1 -1 -1 -1 1 5 0 0 20 0 1 30 0 1 2 2 -1 -1 5 8 2 -1 -1 2 2 2 2 -1 -1 -1 6 8 0 30 0 5 1 2 1 200 2 0 5 0 1 0 2 2 2 2 2 50 15
